cultural group,context,goal,relation,actor,actor_behavior,recipient,recipient_behavior,other_descriptions,topic,agreement,num_support_bin,time_range,eval_whole_desc,eval_scenario,eval_persona,eval_question
African,social and professional interactions,to be on time or to wait for others,friendships and professional relationships,individuals and groups,"tendency to arrive late, with varying expectations of punctuality","others, including friends and colleagues",expectations of punctuality or waiting for others,a mentality of punctuality that varies in application,Time Management and Punctuality,0.4,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)'}","In African social and professional interactions, individuals and groups often exhibit a tendency to arrive late, with varying expectations of punctuality. This behavior reflects a mentality of punctuality that is applied with flexibility, leading to differing expectations among friends and colleagues. Some may aim to be on time, while others may anticipate waiting for latecomers as a normative aspect of their interactions. This approach to punctuality is highly controversial among the sampled population, with diverse perspectives on the importance and application of timeliness in friendships and professional relationships.",Travel Advising,A busy American business consultant planning a trip to Africa for a series of meetings with local partners,"I'm gearing up for a business trip to Africa and I've heard that things can run a bit differently over there. I've got a tight schedule and I don't want to keep my partners waiting, but I also don't want to show up too early and catch them off guard. How do I navigate these different time expectations and make sure I'm not causing any inconvenience?"
African,in discussions of black origins and migration to the US,,,people,express theories and discuss similarities in face features with Olmecs,,,,Community and Identity,0.8,"[5, 20)","{2023: '[0, 10)'}","In discussions of black origins and migration to the US within the African cultural group, it is common for people to express theories and discuss similarities in facial features with the Olmecs, an ancient civilization in Mesoamerica. This behavior reflects a shared interest in exploring potential connections and historical narratives between African heritage and other cultures. Within this context, a significant portion of the sampled population considers this behavior to be a prevalent and widely accepted topic of discussion.",Travel Advising,"A curious and open-minded traveler planning a trip to Mexico to explore the rich cultural heritage, particularly interested in the history of the Olmec civilization.",I'm really excited about my upcoming trip to Mexico and I've been reading up on the Olmec civilization. I've heard some interesting theories about their facial features and possible connections to other cultures. Could you recommend any places or communities where I might be able to engage in conversations about these theories and maybe learn more about the local perspectives on these historical links?
African,in Nigeria,,,people,"use left hand for specific activities, considering it unclean for certain tasks",,,left-handedness is a cultural trait,Health and Hygiene,0.7,"[5, 20)","{2023: '[0, 10)'}","In Nigeria, within the African cultural group, it is customary for people to use their left hand for specific activities, while considering it unclean for certain tasks. This cultural practice reflects the belief that the left hand is associated with tasks deemed impure or unhygienic. Additionally, left-handedness is regarded as a cultural trait within this context. A significant portion of the sampled population views this behavior as a normative practice within the Nigerian cultural setting.",Travel Advising,"An American artist preparing for a three-month residency program in Lagos, Nigeria, eager to engage with the local community and immerse in the local culture","I'm heading to Lagos for a few months to work on a community art project, and I want to make sure I'm respectful and blend in as much as possible. I've heard that people there are really warm and welcoming, but I'm a bit worried about accidentally offending anyone. Any tips on how to navigate social interactions and daily tasks without causing any unintentional faux pas?"
African,various settings,,,people,"express love, happiness, and appreciation towards others",,,,Social Norms and Etiquette,1.0,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In various settings within the African cultural group, it is common for people to openly express love, happiness, and appreciation towards others. This behavior is widely regarded as a normative and standard way of interaction within the sampled population. It reflects the cultural emphasis on warmth, connection, and positive emotions in interpersonal relationships. This expressive and affectionate communication style is deeply valued and considered a fundamental aspect of social interactions within the African cultural context.",Workplace Integration,"A newly immigrated engineer from a non-African country, working in a diverse tech company in the US, aiming to build strong relationships with colleagues and adapt to the company's culture","I've started working in a new tech company here in the US, and I'm really eager to make a good impression on my colleagues. I've noticed that everyone seems to be so warm and friendly, always greeting each other with big smiles and kind words. I'm a bit shy and not used to being so openly affectionate. What are some strategies I can use to fit in and show my appreciation for my colleagues without feeling out of place?"
African,greeting and referring to elders,show respect and maintain cultural traditions,respectful,younger generations,"show respect through specific gestures, greetings, and addressing etiquette",elders,,,Social Norms and Etiquette,0.8,"[5, 20)","{2023: '[0, 10)'}","In African culture, particularly when greeting and interacting with elders, it is customary for the younger generations to demonstrate respect through specific gestures, greetings, and addressing etiquette. These behaviors aim to show reverence and uphold cultural traditions, reflecting the deep respect for elders within the community. This practice is widely regarded as a normative behavior by a significant portion of the sampled population, emphasizing the importance of maintaining respectful interactions with elders as a fundamental aspect of the cultural fabric.",Travel Advising,"A young, adventurous traveler planning a trip to Africa for the first time, eager to learn about and respect the local customs, but unsure about the appropriate ways to engage with the local community, especially the elders","I'm planning my first trip to Africa and I really want to make sure I'm being respectful to the local communities. I've heard that people really value their elders there, and I want to make sure I'm not overstepping any boundaries when I'm meeting and interacting with them. Can you give me some tips on how to approach and engage with the elders in a way that shows respect and appreciation for their culture?"
African,social interactions,,with strangers and acquaintances,people,"engage in friendly greetings, conversations, and shared meals",,,,Social Interactions,1.0,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In African social interactions, it is customary for people to engage in friendly greetings, conversations, and shared meals, particularly with strangers and acquaintances. This warm and welcoming behavior is widely regarded as the norm within the sampled population. It reflects the cultural value placed on hospitality, community, and building connections through social interactions. This inclusive and communal approach to engaging with others is considered a standard practice, showcasing the importance of interpersonal relationships and the spirit of togetherness within the African cultural context.",Travel Advising,"A globetrotting foodie from the United States, planning a culinary tour of Africa to immerse themselves in the local culture and cuisine","I'm really excited about my upcoming food tour through Africa, and I've heard so much about the warm and welcoming locals. I'm a bit nervous about fitting in and being respectful. Could you give me some tips on how to engage with people I meet along the way? I'd love to make some new friends and learn about their favorite dishes, but I don't want to overstep any boundaries. What's the best way to approach these interactions?"
African,in Africa and African culture,,,children and youths,"are raised with discipline, respect, and subservience, with community members joining in discipline when necessary",parents and older/authority figures,,"values are instilled from a young age, respect is earned, and questioning is seen as a sign of maturity",Family Dynamics,1.0,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In African culture, children and youths are raised with a strong emphasis on discipline, respect, and subservience towards their parents and older/authority figures. This upbringing involves the community members joining in to enforce discipline when necessary, reflecting the collective responsibility for instilling values. Respect is considered something that is earned, and questioning is viewed as a sign of maturity rather than defiance. These cultural values are instilled from a young age, shaping the social fabric of the community. This behavior is widely regarded as normative within the sampled population, reflecting the high level of acceptance and adherence to these cultural norms.",Travel Advising,"A young, adventurous American traveler planning a trip to Africa for the first time, eager to immerse themselves in the local culture and engage with the community, but unsure about how to navigate the nuances of social interactions and parent-child dynamics","I'm planning a trip to Africa and I'm really excited to learn about the local customs and traditions. I've heard that family and community are really important there. As someone who values respect and open communication, I want to make sure I'm being mindful of how I interact with the people I meet, especially kids and their parents. Could you give me some tips on how to approach conversations and activities with families in a way that's both respectful and engaging?"
African,various social and interpersonal settings,"become part of the family and culture, be a queen, and maintain cultural identity","couples, family, and cultural exchange",Africans and their partners,"engage in marriage, transactional relationships, and cultural education",partners and family members,learn and adapt to African culture,normalized in some African cultures,Relationships and Marriage,0.7,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In various social and interpersonal settings within African cultures, it is common for Africans and their partners to engage in marriage, transactional relationships, and cultural education as part of couples, family, and cultural exchange. The goal of these interactions is for the partners to become integrated into the family and culture, aspire to be a queen within the family structure, and uphold their cultural identity. Additionally, family members and partners are expected to learn and adapt to African culture as a reciprocal part of this exchange. This behavior is normalized in some African cultures and is regarded as a significant aspect of interpersonal and familial relationships within the sampled population.",Travel Advising,A globetrotting consultant from Europe who is planning to attend a traditional African wedding and wants to make a good impression on the family and guests,I'm about to attend a friend's wedding in Africa and I want to make sure I don't put my foot in my mouth. I've heard that the wedding ceremony is a big deal and that family is very important in their culture. How can I show my respect and appreciation for their traditions without overstepping any boundaries?
African,"in various settings including communication, conversation, and time-related discussions","to express urgency, ease nerves, or clarify timing",speaker to listener,people and speakers,"use colloquialisms and phrases like 'now', 'now-now', and 'just now' to indicate flexibility, urgency, or immediate action",listener,,,Communication and Language,1.0,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)'}","In various African settings, including communication, conversation, and time-related discussions, it is common for people and speakers to use colloquialisms and phrases like 'now', 'now-now', and 'just now' when interacting with listeners. These expressions are employed to convey a sense of flexibility, urgency, or immediate action, aiming to express urgency, ease nerves, or clarify timing within the conversation. This behavior is widely regarded as a normative and standard practice among the sampled population, reflecting the cultural emphasis on effective and nuanced communication.",Travel Advising,"An American traveler planning a trip to an African country for a business meeting, eager to navigate the local culture and ensure smooth communication with their colleagues","I'm gearing up for a big business meeting in [African Country]. I've heard that people in the region value punctuality, but I'm a bit worried about how to time my arrival and meetings without causing any confusion. Could you give me some tips on how to ask my colleagues about the best time to meet, without sounding too direct or impolite?"
African,"across various settings including fashion, cultural events, and daily life","to pay homage or respect, express cultural identity, and adorn themselves",,"people, particularly women","wear traditional African clothing and accessories like dashikis, African beads, braids, and jewelry",,,,Cultural Traditions and Festivals,1.0,"[5, 20)","{2021: '[0, 10)', 2023: '[0, 10)'}","Across various settings including fashion, cultural events, and daily life, particularly among women, it is common in African culture to wear traditional clothing and accessories such as dashikis, African beads, braids, and jewelry. This behavior serves the purpose of paying homage to their heritage, expressing cultural identity, and adorning themselves with items that hold significant cultural value. This practice is widely regarded as a normative and standard way of expressing cultural pride and identity within the sampled population.",Travel Advising,"An American woman planning a trip to Africa for the first time, eager to immerse herself in the local culture and show respect for the community she will be visiting. She wants to make sure she dresses appropriately and respectfully, but is unsure about what kind of clothing and accessories would be considered both stylish and culturally sensitive.","I'm heading to Africa for the first time and I'm really excited to experience the local culture. I've heard that dressing appropriately is really important, especially when it comes to respecting the community. I'm a bit overwhelmed by all the different styles and accessories I've seen online. Could you give me some advice on what kind of clothing and accessories would be considered both fashionable and respectful? I want to make sure I'm not accidentally stepping on any toes."
African,in Africa,,,people,"speak a diverse range of languages including isiZulu, Swahili, Afrikaans, and various African languages",,,,Cultural and Environmental Appreciation,1.0,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In Africa, people speak a diverse range of languages, including isiZulu, Swahili, Afrikaans, and various other African languages. This linguistic diversity is widely regarded as a normative aspect of the cultural group, with a significant portion of the sampled population acknowledging and embracing this rich tapestry of languages. The ability to communicate in multiple languages is highly valued and reflects the cultural richness and diversity within the African cultural group.",Travel Advising,"A globetrotting entrepreneur from Europe, planning to expand their business into various African countries and looking to connect with local communities","I'm gearing up to launch my business in several African countries, and I want to make sure I'm being as respectful and inclusive as possible. I've noticed that there are so many different languages spoken across the continent, and I'm curious about the best way to approach communication. Should I learn a few phrases in each country's local language, or is there a more effective way to engage with people from diverse backgrounds? I want to make a positive impact and avoid any potential miscommunications."
African,in Africa and its weather forecasts,,,people,"experience and discuss weather, including cold and hot temperatures",,,,Cultural and Environmental Appreciation,0.7,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In Africa, people commonly engage in discussions about the weather, encompassing both cold and hot temperatures. This behavior is a significant part of everyday life and is often a topic of conversation among individuals. The weather holds great importance in African culture, influencing various aspects of daily activities and societal events. The sampled population widely regards this behavior as a normal and common practice within the African cultural context.",Travel Advising,"A curious and meticulous American traveler planning a trip to Africa for the first time, eager to engage with locals and understand their lifestyle, while being mindful of cultural nuances and etiquettes","I'm gearing up for my maiden voyage to Africa, and I've heard that conversations can be quite diverse there. As someone who's always keen to blend in and respect local customs, I'm wondering how best to engage with the locals. Should I strike up a chat about the weather, or is there a more preferred topic? I want to ensure I'm making a good impression and not stepping on any toes."
African,"in various global settings including Europe, the United States, and Africa",,,individuals and communities,"identify as African, often facing challenges in being recognized as such",,,,Community and Identity,0.4,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In various global settings including Europe, the United States, and Africa, individuals and communities of African descent often express their identification with their African heritage, but frequently encounter challenges in being acknowledged as such. This struggle to have their African identity recognized is a common experience among a significant portion of the sampled population. This behavior is highly controversial among the sampled population, with a substantial number of individuals facing difficulties in having their African identity acknowledged.",Travel Advising,"An African American travel enthusiast planning a trip to Europe, eager to immerse in the local culture and connect with fellow African diaspora communities","I'm planning a trip to Europe soon and I'm really excited to meet and learn from people from different backgrounds. As an African American, I'm curious about how to best engage with local communities and find places where I can feel a sense of belonging. Any tips on how to navigate and make the most of my experience?"
African,in Africa and among African diaspora,,,people of various races,engage in interracial relationships and perceive race differently,,,perception of race is influenced by cultural exposure and interactions,Community and Identity,0.6,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In Africa and among the African diaspora, people of various races are commonly observed engaging in interracial relationships and holding diverse perceptions of race. This behavior is influenced by cultural exposure and interactions, leading to a varied understanding of race within the African cultural context. While not universally embraced, a significant portion of the sampled population acknowledges this behavior as relatively common. The perception of race and the openness to interracial relationships reflect the cultural diversity and evolving attitudes within the African cultural group and its diaspora.",Travel Advising,"A curious and open-minded American traveler planning a trip to Africa, eager to learn about and engage with the local culture, and interested in understanding the dynamics of interracial relationships in the region","I'm planning my first trip to Africa and I'm really excited to immerse myself in the local culture. I've heard that there's a lot of diversity in the way people perceive race over there. Could you give me some tips on how to approach and understand these cultural nuances? I want to be respectful and open-minded, but I also want to be prepared for what I might encounter. How can I navigate these interracial dynamics in a way that fosters meaningful connections and avoids any unintentional missteps?"
African,across Africa,,,people,"engage in various practices reflecting diverse cultural values and beauty standards, including skin color preferences and use of skin-lightening products",,,"colorism is prevalent, with sunlight availability influencing perceptions",Community and Identity,0.8,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)'}","Across Africa, people engage in various practices that reflect diverse cultural values and beauty standards, including preferences for certain skin colors and the use of skin-lightening products. Colorism is prevalent within this cultural context, with perceptions of beauty influenced by the availability of sunlight. These practices are considered normative by a significant portion of the sampled population.",Travel Advising,A globetrotting American fashion designer planning a research trip to Africa to explore local fashion trends,"I'm preparing for a design research trip to Africa and I've heard that there's a lot of variety in the way people dress and present themselves. I want to make sure I'm respectful and sensitive to local customs, but I'm also curious about how people express their sense of beauty and style. Can you give me any tips on what to keep in mind when it comes to clothing choices and personal appearance?"
African,in Africa and among African communities,,,people,value and showcase car ownership as a status symbol and achievement,,,cars are considered a luxury and African-made cars are appreciated,Consumer Behavior,0.8,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In Africa and among African communities, car ownership is highly valued and often displayed as a symbol of status and accomplishment. The possession of a car is widely regarded as a significant achievement and a representation of success within the cultural context. Additionally, cars are considered a luxury, and there is a notable appreciation for African-made vehicles. This cultural emphasis on car ownership as a status symbol is widely accepted and normalized within the sampled population, reflecting its prevalent influence in African societies.",Travel Advising,"A globe-trotting entrepreneur from the US, planning a business trip to Africa to expand their network and explore potential partnerships. They are known for their keen sense of fashion and their love for luxury goods, often seen driving a top-of-the-line American car back home.","I'm gearing up for a business trip to Africa, and I've been told that it's essential to make a great first impression. I've always been a car enthusiast, and I'm curious about how the locals view personal transportation there. Should I consider investing in a luxury vehicle that's made in Africa to blend in and show my appreciation for their craftsmanship?"
African,in villages and family settings,to maintain community bonds and provide support,community and familial,"community members, including women and family","engage in mutual support, cooperation, and celebration",other community members and tourists,provide help and participate in celebrations,emphasizes the importance of community in daily life and child-rearing,Community and Identity,1.0,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","In African villages and family settings, community members, including women and family, engage in mutual support, cooperation, and celebration as a means to maintain community bonds and provide support. This behavior emphasizes the importance of community in daily life and child-rearing, fostering a strong sense of togetherness and interconnectedness. Other community members and tourists reciprocate by providing help and participating in these celebrations, further strengthening the communal ties. This culture of mutual support and celebration is widely regarded as a normative and integral part of African village life, reflecting the high value placed on community and familial relationships within the sampled population.",Travel Advising,"A globetrotting consultant from the United States, planning a trip to an African village for a family reunion, eager to understand how to best engage with and contribute to the local community during their stay","I'm planning a family reunion in a beautiful African village and I'm really excited to immerse myself in the local culture. My family and I are eager to participate in the community's daily life and contribute to the celebrations. Could you give me some tips on how to engage with the locals and be a respectful and contributing guest? I want to make sure we're not just observing, but also becoming part of the community during our stay."
African,"in Africa, particularly in rural and wildlife-rich areas",,,people,"engage in hunting, primarily for survival and traditional purposes, with bows and arrows being a rare tool",,,hunting is considered poaching when it involves wild animals,Sports and Recreation,0.2,"[5, 20)","{2023: '[0, 10)'}","In rural and wildlife-rich areas of Africa, people engage in hunting primarily for survival and traditional purposes, with the use of bows and arrows being uncommon. However, it is important to note that hunting wild animals is viewed as poaching within this cultural context. This behavior is considered controversial and is not widely regarded as a normative practice among the sampled population.",Travel Advising,A passionate and environmentally-conscious traveler planning a wildlife photography expedition in Africa,"I'm planning a trip to Africa for wildlife photography, and I'm really eager to capture some authentic moments of local life. I'm particularly interested in how people interact with wildlife and nature, but I've heard that there are some legal and ethical considerations around hunting. Could you give me some tips on how to approach this in a respectful and legal way? I'd love to learn more about the local customs and traditions without causing any harm or getting into trouble."
Black people,"across various settings including history, civil rights movement, and contemporary society",achieve civil rights and overcome adversity,,Black people,demonstrate resilience and solidarity in the face of shared struggles and challenges,,,,Community and Identity,0.9,"[5, 20)","{2022: '[0, 10)', 2023: '[0, 10)'}","Across various settings including history, civil rights movements, and contemporary society, Black people demonstrate remarkable resilience and solidarity in the face of shared struggles and challenges. Their collective goal is to achieve civil rights and overcome adversity, and this is reflected in their unwavering determination and unity. This behavior is widely regarded as normative among a significant portion of the sampled population, highlighting the recognition and appreciation of the strength and unity displayed by Black individuals in the face of historical and ongoing challenges.",Travel Advising,"A young, politically-conscious traveler planning a trip to the United States to learn more about the country's rich civil rights history and current social movements","I'm planning a trip to the US to explore the civil rights history and learn more about the current social movements. I've heard that there's a strong sense of community and resilience among certain groups in the face of challenges. Could you recommend some places or experiences that would give me a deeper understanding of this spirit, especially in relation to the country's history of overcoming adversity?"
Black and Brown communities,"in society, particularly in relation to natural hair and cultural expression",,,people,"engage in complex dynamics involving hair, including negative comments, appropriation, and curiosity",,,"hair is a sensitive and culturally significant topic, leading to both curiosity and controversy",Community and Identity,0.4,"[5, 20)","{2021: '[0, 10)', 2023: '[0, 10)'}","In society, particularly in relation to natural hair and cultural expression, both the Black and white communities engage in complex dynamics involving hair, encompassing negative comments, appropriation, and curiosity. The topic of hair holds significant cultural sensitivity, leading to a mix of curiosity and controversy within these communities. This behavior is characterized by a lack of consensus, with a significant portion of the sampled population expressing diverse perspectives on the matter. It is considered a highly controversial and divisive topic among the sampled population, reflecting the intricate and multifaceted nature of the dynamics surrounding natural hair and cultural expression in these communities.",Travel Advising,"A globetrotting stylist from the US, passionate about exploring the world and embracing local customs, preparing for a trip to a vibrant African city known for its rich cultural heritage and diverse communities.","I'm planning a trip to this amazing African city, and I'm super excited to learn about the local fashion and beauty scenes. As a stylist, I'm curious about how people express themselves through their hair choices and what kind of haircare products they use. I've heard that hair can be a sensitive topic, so I want to be respectful and knowledgeable. Could you give me some tips on how to approach conversations about hair and beauty with the locals without stepping on any toes?"
Black and White Americans,in various regions of the United States,,,people,"speak with unique accents and dialects, including Southern and African American Vernacular English",,,,Cultural and Environmental Appreciation,1.0,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In various regions of the United States, both Black and White Americans are commonly observed to speak with unique accents and dialects, including Southern and African American Vernacular English. This linguistic diversity is widely regarded as a normative and standard practice within the sampled population. The use of these distinct accents and dialects reflects the rich cultural tapestry of the United States, showcasing the influence of historical, regional, and ethnic factors on language. This linguistic diversity is celebrated and embraced by a significant portion of the sampled population, highlighting the acceptance and normalization of these unique speech patterns within American society.",Travel Advising,"A linguistics student from the Midwest, preparing for a summer research project in the South, curious about the regional differences in American English","I'm planning a research trip to the South this summer, and I'm really excited to immerse myself in the local culture. I've heard that there are some distinct ways of speaking down there. Could you give me some tips on how to navigate the language differences I might encounter? I want to make sure I'm respectful and able to communicate effectively with the people I meet."
Black and white people,in social interactions and the United States,express emotion and frustration,between individuals and between groups,people,"express frustration and emotions, including anger and frustration, towards societal issues and individual actions",society and other individuals,react to expressions of frustration,,Social Norms and Etiquette,0.6,"[5, 20)","{2023: '[0, 10)'}","In social interactions within the United States, both black and white individuals commonly express their frustration and emotions, including anger, towards societal issues and individual actions. This behavior aims to convey and release emotions and frustration, serving as a means of expressing discontent and seeking acknowledgment. Recipients, including society and other individuals, react to these expressions of frustration, engaging in dialogue or acknowledging the emotions being conveyed. This behavior is perceived as relatively common within the sampled population, with around two-thirds of the population agreeing that it is a normative way of expressing emotions and addressing societal issues within this cultural context.",Travel Advising,"A globetrotting consultant from Europe, curious about the nuances of social interaction in the United States","I've noticed that during my travels in the States, people seem to be very open about expressing their frustrations, especially in regards to certain societal issues. How do locals typically react to these expressions, and what are some common topics that might trigger such conversations?"
Black,various social and personal contexts,,,Black individuals and communities,"express pride, contentment, and solidarity in being Black, often in response to societal challenges and stereotypes",,,,Community and Identity,0.9,"[30, 40)","{2022: '[0, 10)', 2023: '[30, 40)'}","In various social and personal contexts, Black individuals and communities often express pride, contentment, and solidarity in being Black, particularly in response to societal challenges and stereotypes. This expression of cultural pride and unity is widely regarded as a common and normative behavior within the sampled population. It serves as a powerful response to external pressures and a means of fostering a strong sense of identity and belonging within the Black community. This behavior reflects a prevalent and widely accepted cultural norm, with a significant portion of the sampled population acknowledging and embracing the importance of expressing pride and solidarity in the face of societal challenges.",Travel Advising,"A young, curious African American woman planning a solo trip to Europe, eager to explore and learn about diverse cultures","I'm planning a solo trip to Europe soon, and I'm really excited about the opportunity to learn and grow from this experience. I've heard a lot about the cultural diversity in Europe, and I'm curious about how people react to my identity as an African American woman. What are some tips you'd suggest for navigating these cultural differences, especially when it comes to embracing and expressing my own identity?"
Black,"across various settings including beauty, family, and social interactions","to express identity, maintain hair health, and sometimes prove a point",varies from friendship to hairdresser-client,people with black hair or Black identity,"engage in hair grooming, styling, and discussions, often with cultural significance","others, including Black friends",participate in hair grooming or express opinions,hair choices are considered important in Black culture,Beauty and Fashion,0.8,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","Across various settings including beauty, family, and social interactions, people with black hair or Black identity commonly engage in hair grooming, styling, and discussions with others, including Black friends. These interactions vary from friendship to hairdresser-client relationships and often hold cultural significance. The goal of these grooming activities is to express identity, maintain hair health, and sometimes prove a point. Recipients, in turn, participate in hair grooming or express their opinions on the matter. Within Black culture, hair choices are considered important, and this behavior is widely regarded as a normative practice by a significant portion of the sampled population.",Travel Advising,"A travel-curious individual with a keen interest in personal grooming and social interactions, planning a trip to the United States","I'm planning a trip to the US and I'm really into fashion and beauty. I've heard that people here are quite stylish and take their hair very seriously. I'm curious, how do locals usually approach hair grooming and styling? Should I be prepared for any particular hair-related social customs or expectations when I'm there?"
Black American,,,,people,engage in mutual understanding and acknowledgement,,,,Community and Identity,0.7,"[5, 20)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","Within the Black American cultural group, it is common for individuals to engage in mutual understanding and acknowledgment. This behavior reflects a cultural emphasis on fostering connections and empathy within the community. The act of mutual understanding is regarded as a normative practice by a significant portion of the sampled population. This cultural norm highlights the value placed on empathy and recognition of others' experiences within the Black American community.",Travel Advising,"A curious and open-minded traveler planning a trip to the United States, eager to immerse themselves in the local culture and engage with the local population","I'm planning a trip to the U.S. and I'm really excited to meet and connect with the locals. I've heard that people there are very welcoming and open to visitors. Could you give me some tips on how to approach conversations and interactions with the locals in a way that shows respect and appreciation for their culture? I want to make sure I'm being mindful and considerate of their customs, while also being able to build meaningful connections with them."
Black American,family traditions and early childhood,,parent to child,"parents, particularly mothers",pierce ears as a cultural practice and family tradition,"children, including infants and babies",,,Cultural Traditions and Festivals,1.0,"[5, 20)","{2023: '[0, 10)'}","Within the Black American cultural group, particularly within family traditions and early childhood, it is customary for parents, especially mothers, to pierce the ears of their children, including infants and babies, as a cultural practice and family tradition. This act is a significant and widely accepted norm within the sampled population, reflecting the strong cultural significance and the value placed on this tradition. The piercing of ears holds a deep-rooted place within the Black American community, symbolizing familial connections and cultural identity.",Travel Advising,"A curious and open-minded expectant mother from a different cultural background, planning a trip to the United States with her family, eager to understand and respect the local traditions and customs, particularly when it comes to family life and childcare","I'm planning a trip to the U.S. with my family, and we're really excited to immerse ourselves in the local culture and traditions. I've heard that family life and childcare are really valued in the U.S. Could you share some insights on what to expect when it comes to traditions and customs around babies and children? Are there any practices or gestures that might be common in the families you've met that might be different from what we're used to back home?"
Black and Brown communities,"in the face of adversity, oppression, and systemic racism",unity and solidarity,solidarity and unity,"members and allies of Black, Latino, and First Nations communities","strive towards unity, support, and collaboration to combat discrimination and oppression",,join together in resistance,"emphasis on spirituality, prophecy, and survival",Community and Identity,1.0,"[70, 80)","{2022: '[70, 80)', 2023: '[0, 10)'}","In the face of adversity, oppression, and systemic racism, members and allies of Black, Latino, and First Nations communities exhibit a strong commitment to unity, support, and collaboration as a means to combat discrimination and oppression. This behavior is characterized by a collective striving towards solidarity and resistance, emphasizing the importance of spirituality, prophecy, and survival. Within these communities, the normativity of this behavior is widely regarded as the standard approach, with an overwhelming majority of the sampled population expressing a strong inclination towards unity and collaboration in the face of systemic challenges.",Community Organizing,"A passionate community organizer from a diverse neighborhood in the US, looking to foster unity and resilience among marginalized groups","I'm working on a community project here in our neighborhood, and I've noticed there are a lot of different groups here with their own unique struggles. I'm really committed to making sure everyone feels supported and heard. How can I go about bringing these groups together in a way that fosters a sense of unity and resilience, especially in the face of systemic challenges?"
African American Vernacular English (AAVE) speakers,in various social settings,"to express amusement, playfulness, or assert dominance",speaker to listener,speaker,"use AAVE dialect, including slang and colloquialisms, to express amusement, playfulness, and assert dominance",listener,understand and respond to AAVE,,Communication and Language,1.0,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","In various social settings, speakers of African American Vernacular English (AAVE) commonly use the dialect, including slang and colloquialisms, to convey amusement, playfulness, and assert dominance in their interactions with listeners. The goal of this behavior is to express these emotions and establish social dynamics within the conversation. Recipients are expected to understand and respond to AAVE, contributing to the mutual understanding and communication between speakers and listeners. This linguistic practice is widely regarded as normative within the sampled population, indicating that the use of AAVE dialect for these purposes is considered a standard and accepted behavior among AAVE speakers.",Travel Advising,"A seasoned traveler planning a trip to the United States, eager to immerse themselves in the local culture and engage in meaningful conversations with the locals","I'm putting together a travel itinerary for my upcoming trip to the States and I'm really looking forward to getting to know the locals and their everyday life. I've heard that people in the US can be quite friendly and open, but I'm a bit worried about fitting in and not coming off as rude or out of touch. Could you give me some tips on how to engage in conversations with locals in a way that feels natural and respectful, especially when it comes to the way they talk and the words they use? I want to make sure I'm being mindful of cultural differences and not accidentally offending anyone."
Black British,in the UK,,,people,identify as British and embrace a diverse ethnic identity influenced by African and Caribbean cultures,,,diaspora of black culture(s),Community and Identity,1.0,"[20, 30)","{2023: '[20, 30)'}","In the UK, individuals within the Black British cultural group commonly identify themselves as British while embracing a diverse ethnic identity influenced by African and Caribbean cultures. This cultural identity reflects the diaspora of black cultures, showcasing a rich and multifaceted heritage. Within the sampled population, this behavior is widely regarded as normative, with a significant portion acknowledging and accepting the diverse ethnic identity embraced by the Black British community.",Travel Advising,"A young, curious American traveler planning a trip to the UK, eager to understand and respect the local customs and social norms",I'm planning a trip to the UK and I've heard that there's a really diverse and vibrant cultural scene there. I want to make sure I'm being respectful and open-minded about the different communities I'll encounter. Could you give me some tips on how to engage with the locals in a way that acknowledges and appreciates their unique heritage and traditions?
